"external_references","severity","detection_time","cvss2_score","condition","updated","cvss3_score","Architecture","published","Name","Version","cve","Title"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1836353%2C1842674%2C1843824%2C1843962%2C1848890%2C1850180%2C1850983%2C1851195"",""https://lists.debian.org/debian-lts-announce/2023/09/msg00034.html"",""https://www.debian.org/security/2023/dsa-5506"",""https://www.debian.org/security/2023/dsa-5513"",""https://www.mozilla.org/security/advisories/mfsa2023-41/"",""https://www.mozilla.org/security/advisories/mfsa2023-42/"",""https://www.mozilla.org/security/advisories/mfsa2023-43/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-5176""]","Critical","2023-10-05T15:56:51+00:00",0,"less than 118","2023-10-03",9.8,"x86","2023-09-27","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-5176","CVE-2023-5176 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1849704"",""https://www.mozilla.org/security/advisories/mfsa2023-41/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-5175""]","Critical","2023-10-05T15:56:51+00:00",0,"less than 118","2023-09-29",9.8,"x86","2023-09-27","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-5175","CVE-2023-5175 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1823172"",""https://www.mozilla.org/security/advisories/mfsa2023-41/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-5173""]","High","2023-10-05T15:56:51+00:00",0,"less than 118","2023-09-29",7.5,"x86","2023-09-27","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-5173","CVE-2023-5173 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1852218"",""https://www.mozilla.org/security/advisories/mfsa2023-41/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-5172""]","Critical","2023-10-05T15:56:51+00:00",0,"less than 118","2023-10-02",9.8,"x86","2023-09-27","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-5172","CVE-2023-5172 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1851599"",""https://lists.debian.org/debian-lts-announce/2023/09/msg00034.html"",""https://www.debian.org/security/2023/dsa-5506"",""https://www.debian.org/security/2023/dsa-5513"",""https://www.mozilla.org/security/advisories/mfsa2023-41/"",""https://www.mozilla.org/security/advisories/mfsa2023-42/"",""https://www.mozilla.org/security/advisories/mfsa2023-43/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-5171""]","Medium","2023-10-05T15:56:51+00:00",0,"less than 118","2023-10-03",6.5,"x86","2023-09-27","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-5171","CVE-2023-5171 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1846686"",""https://www.mozilla.org/security/advisories/mfsa2023-41/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-5170""]","High","2023-10-05T15:56:51+00:00",0,"less than 118.0","2023-10-02",7.4,"x86","2023-09-27","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-5170","CVE-2023-5170 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1846685"",""https://lists.debian.org/debian-lts-announce/2023/09/msg00034.html"",""https://www.debian.org/security/2023/dsa-5506"",""https://www.debian.org/security/2023/dsa-5513"",""https://www.mozilla.org/security/advisories/mfsa2023-41/"",""https://www.mozilla.org/security/advisories/mfsa2023-42/"",""https://www.mozilla.org/security/advisories/mfsa2023-43/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-5169""]","Medium","2023-10-05T15:56:51+00:00",0,"less than 118","2023-10-03",6.5,"x86","2023-09-27","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-5169","CVE-2023-5169 affects Mozilla Firefox 45.0 (x86 ru)"
"[""http://www.openwall.com/lists/oss-security/2023/09/21/4"",""http://www.openwall.com/lists/oss-security/2023/09/22/1"",""http://www.openwall.com/lists/oss-security/2023/09/22/3"",""http://www.openwall.com/lists/oss-security/2023/09/22/4"",""http://www.openwall.com/lists/oss-security/2023/09/22/5"",""http://www.openwall.com/lists/oss-security/2023/09/22/6"",""http://www.openwall.com/lists/oss-security/2023/09/22/7"",""http://www.openwall.com/lists/oss-security/2023/09/22/8"",""http://www.openwall.com/lists/oss-security/2023/09/26/1"",""http://www.openwall.com/lists/oss-security/2023/09/26/7"",""http://www.openwall.com/lists/oss-security/2023/09/28/1"",""http://www.openwall.com/lists/oss-security/2023/09/28/2"",""http://www.openwall.com/lists/oss-security/2023/09/28/4"",""https://adamcaudill.com/2023/09/14/whose-cve-is-it-anyway/"",""https://blog.isosceles.com/the-webp-0day/"",""https://bugzilla.suse.com/show_bug.cgi?id=1215231"",""https://chromereleases.googleblog.com/2023/09/stable-channel-update-for-desktop_11.html"",""https://crbug.com/1479274"",""https://en.bandisoft.com/honeyview/history/"",""https://github.com/webmproject/libwebp/commit/902bc9190331343b2017211debcec8d2ab87e17a"",""https://github.com/webmproject/libwebp/releases/tag/v1.3.2"",""https://lists.debian.org/debian-lts-announce/2023/09/msg00015.html"",""https://lists.debian.org/debian-lts-announce/2023/09/msg00016.html"",""https://lists.debian.org/debian-lts-announce/2023/09/msg00017.html"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/6T655QF7CQ3DYAMPFV7IECQYGDEUIVVT/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FYYKLG6CRGEDTNRBSU26EEWAO6D6U645/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/KUQ7CTX3W372X3UY56VVNAHCH6H2F4X3/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/OZDGWWMJREPAGKWCJKSCM4WYLANSKIFX/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/PYZV7TMKF4QHZ54SFJX54BDN52VHGGCX/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/WHOLML7N2G5KCAZXFWC5IDFFHSQS5SDB/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/WTRUIS3564P7ZLM2S2IH4Y4KZ327LI4I/"",""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4863"",""https://news.ycombinator.com/item?id=37478403"",""https://security-tracker.debian.org/tracker/CVE-2023-4863"",""https://security.gentoo.org/glsa/202309-05"",""https://security.netapp.com/advisory/ntap-20230929-0011/"",""https://stackdiary.com/critical-vulnerability-in-webp-codec-cve-2023-4863/"",""https://www.bleepingcomputer.com/news/google/google-fixes-another-chrome-zero-day-bug-exploited-in-attacks/"",""https://www.debian.org/security/2023/dsa-5496"",""https://www.debian.org/security/2023/dsa-5497"",""https://www.debian.org/security/2023/dsa-5498"",""https://www.mozilla.org/en-US/security/advisories/mfsa2023-40/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4863""]","High","2023-10-05T15:56:51+00:00",0,"less than 117.0.1","2023-10-02",8.8,"x86","2023-09-12","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4863","CVE-2023-4863 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1751583%2C1833504%2C1841082%2C1847904%2C1848999"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4585""]","High","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-14",8.8,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4585","CVE-2023-4585 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1843968%2C1845205%2C1846080%2C1846526%2C1847529"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-35/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-37/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4584""]","High","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-14",8.8,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4584","CVE-2023-4584 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1842030"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4583""]","High","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-14",7.5,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4583","CVE-2023-4583 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1843758"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-35/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-37/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4581""]","Medium","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-14",4.3,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4581","CVE-2023-4581 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1843046"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4580""]","Medium","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-14",6.5,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4580","CVE-2023-4580 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1842766"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4579""]","Low","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-14",3.1,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4579","CVE-2023-4579 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1839007"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4578""]","Medium","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-14",6.5,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4578","CVE-2023-4578 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1847397"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4577""]","Medium","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-13",6.5,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4577","CVE-2023-4577 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1846689"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-35/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-37/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4575""]","Medium","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-13",6.5,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4575","CVE-2023-4575 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1846688"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-35/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-37/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4574""]","Medium","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-13",6.5,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4574","CVE-2023-4574 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1846687"",""https://www.mozilla.org/security/advisories/mfsa2023-34/"",""https://www.mozilla.org/security/advisories/mfsa2023-35/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-37/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4573""]","Medium","2023-10-05T15:56:51+00:00",0,"less than 117.0","2023-09-13",6.5,"x86","2023-09-11","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4573","CVE-2023-4573 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1786818"",""https://www.mozilla.org/security/advisories/mfsa2022-44/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-46884""]","High","2023-10-05T15:56:51+00:00",0,"less than 106.0","2023-08-29",8.8,"x86","2023-08-24","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-46884","CVE-2022-46884 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1819160%2C1828024"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4058""]","Critical","2023-10-05T15:56:51+00:00",0,"less than 116.0","2023-08-04",9.8,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4058","CVE-2023-4058 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1841682"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://www.mozilla.org/security/advisories/mfsa2023-31/"",""https://www.mozilla.org/security/advisories/mfsa2023-33/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4057""]","Critical","2023-10-05T15:56:51+00:00",0,"less than 116.0","2023-08-07",9.8,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4057","CVE-2023-4057 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1820587%2C1824634%2C1839235%2C1842325%2C1843847"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00008.html"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00010.html"",""https://www.debian.org/security/2023/dsa-5464"",""https://www.debian.org/security/2023/dsa-5469"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://www.mozilla.org/security/advisories/mfsa2023-30/"",""https://www.mozilla.org/security/advisories/mfsa2023-31/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4056""]","Critical","2023-10-05T15:56:52+00:00",0,"less than 116.0","2023-08-11",9.8,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4056","CVE-2023-4056 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1782561"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00008.html"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00010.html"",""https://www.debian.org/security/2023/dsa-5464"",""https://www.debian.org/security/2023/dsa-5469"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://www.mozilla.org/security/advisories/mfsa2023-30/"",""https://www.mozilla.org/security/advisories/mfsa2023-31/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4055""]","High","2023-10-05T15:56:52+00:00",0,"less than 116.0","2023-08-09",7.5,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4055","CVE-2023-4055 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1839079"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4053""]","Medium","2023-10-05T15:56:52+00:00",0,"less than 116.0","2023-09-11",6.5,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4053","CVE-2023-4053 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1824420"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://www.mozilla.org/security/advisories/mfsa2023-31/"",""https://www.mozilla.org/security/advisories/mfsa2023-33/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4052""]","Medium","2023-10-05T15:56:52+00:00",0,"less than 116.0","2023-08-07",6.5,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4052","CVE-2023-4052 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1821884"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://www.mozilla.org/security/advisories/mfsa2023-36/"",""https://www.mozilla.org/security/advisories/mfsa2023-38/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4051""]","High","2023-10-05T15:56:52+00:00",0,"less than 116.0","2023-09-11",7.5,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4051","CVE-2023-4051 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1843038"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00008.html"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00010.html"",""https://www.debian.org/security/2023/dsa-5464"",""https://www.debian.org/security/2023/dsa-5469"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://www.mozilla.org/security/advisories/mfsa2023-30/"",""https://www.mozilla.org/security/advisories/mfsa2023-31/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4050""]","High","2023-10-05T15:56:52+00:00",0,"less than 116.0","2023-08-09",7.5,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4050","CVE-2023-4050 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1842658"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00008.html"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00010.html"",""https://www.debian.org/security/2023/dsa-5464"",""https://www.debian.org/security/2023/dsa-5469"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://www.mozilla.org/security/advisories/mfsa2023-30/"",""https://www.mozilla.org/security/advisories/mfsa2023-31/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4049""]","Medium","2023-10-05T15:56:52+00:00",0,"less than 116.0","2023-08-09",5.9,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4049","CVE-2023-4049 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1841368"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00008.html"",""https://lists.debian.org/debian-lts-announce/2023/08/msg00010.html"",""https://www.debian.org/security/2023/dsa-5464"",""https://www.debian.org/security/2023/dsa-5469"",""https://www.mozilla.org/security/advisories/mfsa2023-29/"",""https://www.mozilla.org/security/advisories/mfsa2023-30/"",""https://www.mozilla.org/security/advisories/mfsa2023-31/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-4048""]","High","2023-10-05T15:56:52+00:00",0,"less than 116.0","2023-08-11",7.5,"x86","2023-08-01","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2023-4048","CVE-2023-4048 affects Mozilla Firefox 45.0 (x86 ru)"
